;0;1;2;3;4;5
689;Advanced Energy Industries, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007973100&m=1123318&c=5646452;AEIS;04/05/2017;Annual;USA
690;Advanced Energy Industries, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007973100&m=1211973&c=5646452;AEIS;03/05/2018;Annual;USA
691;Advanced Info Service PCL;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0014U183&m=851467&c=355082;ADVANC;26/03/2014;Annual;Thailand
692;Advanced Info Service PCL;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TH0268010Z11&m=940777&c=5643915;ADVANC;24/03/2015;Annual;Thailand
693;Advanced Info Service PCL;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TH0268010Z11&m=1026440&c=5643915;ADVANC;29/03/2016;Annual;Thailand
694;Advanced Info Service PCL;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TH0268010Z11&m=1112011&c=5643915;ADVANC;30/03/2017;Annual;Thailand
695;Advanced Info Service PCL;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TH0268010Z11&m=1199421&c=5643915;ADVANC;29/03/2018;Annual;Thailand
696;Advanced International Multitech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y00159106&m=862554&c=355082;8938;30/05/2014;Annual;Taiwan
697;Advanced International Multitech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0008938002&m=949658&c=5643915;8938;28/05/2015;Annual;Taiwan
698;Advanced International Multitech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0008938002&m=1037243&c=5643915;8938;31/05/2016;Annual;Taiwan
699;Advanced International Multitech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0008938002&m=1120593&c=5643915;8938;26/05/2017;Annual;Taiwan
700;Advanced International Multitech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0008938002&m=1208545&c=5643915;8938;25/05/2018;Annual;Taiwan
701;Advanced Medical Solutions Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=G0098X103&m=880768&c=355082;AMS;20/05/2014;Annual;United Kingdom
702;Advanced Medical Solutions Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB0004536594&m=947579&c=5643915;AMS;21/05/2015;Annual;United Kingdom
703;Advanced Medical Solutions Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB0004536594&m=1039406&c=5643915;AMS;02/06/2016;Annual;United Kingdom
704;Advanced Medical Solutions Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GB0004536594&m=1149086&c=5643915;AMS;07/06/2017;Annual;United Kingdom
705;Advanced Micro Devices, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007903107&m=784878&c=355082;AMD;12/07/2013;Annual;USA
706;Advanced Micro Devices, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007903107&m=866813&c=355082;AMD;08/05/2014;Annual;USA
707;Advanced Micro Devices, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007903107&m=950947&c=5646452;AMD;29/04/2015;Annual;USA
708;Advanced Micro Devices, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007903107&m=1120892&c=5646452;AMD;26/04/2017;Annual;USA
709;Advanced Micro Devices, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007903107&m=1213167&c=5646462;AMD;02/05/2018;Annual;USA
710;Advanced Petrochemical Company;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SA000A0LE310&m=1207702&c=5856257;2330;18/03/2018;Annual;Saudi Arabia
711;Advanced Process Systems Corp;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7265520007&m=1207971&c=5643915;A265520;23/03/2018;Annual;South Korea
712;Advanced Process Systems Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7054620000&m=929778&c=5643915;054620;30/12/2014;Special;South Korea
713;Advanced Process Systems Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7054620000&m=949493&c=5643915;054620;27/03/2015;Annual;South Korea
714;Advanced Process Systems Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=KR7054620000&m=1120715&c=5643915;A054620;27/03/2017;Annual;South Korea
715;Advanced Semiconductor Engineering Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y00153109&m=874712&c=355082;2311;26/06/2014;Annual;Taiwan
716;Advanced Semiconductor Engineering Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002311008&m=959550&c=5643915;2311;23/06/2015;Annual;Taiwan
717;Advanced Semiconductor Engineering Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002311008&m=1047332&c=5643915;2311;28/06/2016;Annual;Taiwan
718;Advanced Semiconductor Engineering Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002311008&m=1130938&c=5643915;2311;28/06/2017;Annual;Taiwan
719;Advanced Semiconductor Engineering Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002311008&m=1192942&c=5643915;2311;12/02/2018;Special;Taiwan
720;Advanced Wireless Semiconductor Co;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0008086000&m=1125698&c=5643915;8086;09/06/2017;Annual;Taiwan
721;Advanced Wireless Semiconductor Co;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0008086000&m=1211169&c=5643915;8086;07/06/2018;Annual;Taiwan
722;AdvancePierre Foods Holdings, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00782L107&m=1139466&c=5646452;APFH;17/05/2017;Annual;USA
723;AdvanSix Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00773T101&m=1139086&c=5646452;ASIX;01/06/2017;Annual;USA
724;AdvanSix Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00773T101&m=1235109&c=5646452;ASIX;14/06/2018;Annual;USA
725;Advantage Oil & Gas Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00765F101&m=877253&c=355082;AAV;26/06/2014;Annual;Canada
726;Advantage Oil & Gas Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00765F101&m=951962&c=5646452;AAV;27/05/2015;Annual/Special;Canada
727;Advantage Oil & Gas Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00765F101&m=1037053&c=5646452;AAV;26/05/2016;Annual;Canada
728;Advantage Oil & Gas Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA00765F1018&m=1127969&c=5643915;AAV;25/05/2017;Annual/Special;Canada
729;Advantage Oil & Gas Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA00765F1018&m=1215800&c=5643915;AAV;29/05/2018;Annual/Special;Canada
730;Advantech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Y0017P108&m=869732&c=355082;2395;18/06/2014;Annual;Taiwan
731;Advantech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002395001&m=948816&c=5643915;2395;28/05/2015;Annual;Taiwan
732;Advantech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002395001&m=1035089&c=5643915;2395;25/05/2016;Annual;Taiwan
733;Advantech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002395001&m=1119520&c=5643915;2395;26/05/2017;Annual;Taiwan
734;Advantech Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TW0002395001&m=1206743&c=5643915;2395;24/05/2018;Annual;Taiwan
735;Advantest Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00210104&m=898757&c=355082;6857;25/06/2014;Annual;Japan
736;Advantest Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3122400009&m=983231&c=5643915;6857;24/06/2015;Annual;Japan
737;Advantest Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3122400009&m=1069062&c=5643915;6857;28/06/2016;Annual;Japan
738;Advantest Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3122400009&m=1154768&c=5643915;6857;27/06/2017;Annual;Japan
739;Advantest Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3122400009&m=1244811&c=5643915;6857;27/06/2018;Annual;Japan
740;Advent Software, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007974108&m=868517&c=355082;ADVS;07/05/2014;Annual;USA
741;Advent Software, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=007974108&m=947180&c=5646452;ADVS;14/04/2015;Special;USA
742;Adveo Group International S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0182045312&m=1008857&c=5671811;ADV;19/11/2015;Special;Spain
743;Adveo Group International S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0182045312&m=1045603&c=5671811;ADV;03/05/2016;Annual/Special;Spain
744;Adveo Group International S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0182045312&m=1147609&c=5671811;ADV;20/06/2017;Annual/Special;Spain
745;Adveo Group International S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0182045312&m=1243151&c=5671811;ADV;28/06/2018;Annual/Special;Spain
746;Advini;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=F5334N109&m=882355&c=355082;ADVI;04/06/2014;Annual/Special;France
747;Advini;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=FR0000053043&m=971681&c=5643915;ADVI;03/06/2015;Annual/Special;France
748;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=S0065B115&m=866345&c=1217164;ADH;27/05/2014;Annual;South Africa
749;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000031035&m=957355&c=5662611;ADH;29/04/2015;Special;South Africa
750;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000031035&m=989648&c=5643915;ADH;28/07/2015;Annual;South Africa
751;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000031035&m=1001707&c=5643915;ADH;13/10/2015;Special;South Africa
752;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000031035&m=1053321&c=5643915;ADH;24/05/2016;Annual;South Africa
753;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000031035&m=1126852&c=5662618;ADH;31/05/2017;Annual;South Africa
754;ADvTECH Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000031035&m=1211815&c=5662618;ADH;31/05/2018;Annual;South Africa
755;Adwya SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TN0007250012&m=1067665&c=5729143;ADWYA;09/06/2016;Annual;Tunisia
756;Adwya SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=TN0007250012&m=1067666&c=5729143;ADWYA;09/06/2016;Special;Tunisia
757;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1171311&c=5643916;600893;14/09/2017;Special;China
758;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1175682&c=5643916;600893;09/10/2017;Special;China
759;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1186019&c=5643916;600893;23/11/2017;Special;China
760;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1194840&c=5643916;600893;24/01/2018;Special;China
761;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1197894&c=5643916;600893;12/02/2018;Special;China
762;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1219303&c=5643916;600893;20/04/2018;Annual;China
763;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1233768&c=5643916;600893;14/05/2018;Special;China
764;AECC Aviation Power Co Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1239885&c=5643916;600893;30/05/2018;Special;China
765;AECC Aviation Power Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CNE000000JW1&m=1262887&c=5643916;600893;14/09/2018;Special;China
766;AECI Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=S00660118&m=854534&c=355082;AFE;02/06/2014;Annual;South Africa
767;AECI Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ZAE000000220&m=971228&c=5643915;AFE;01/06/2015;Annual;South Africa
768;AECOM;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00766T100&m=937938&c=5646452;ACM;04/03/2015;Annual;USA
769;AECOM;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00766T100&m=1024462&c=5646452;ACM;02/03/2016;Annual;USA
770;AECOM;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00766T100&m=1109607&c=5646452;ACM;01/03/2017;Annual;USA
771;AECOM Technology Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00766T100&m=849034&c=355082;ACM;06/03/2014;Annual;USA
772;AECOM Technology Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00766T100&m=920204&c=355082;ACM;16/10/2014;Special;USA
773;AECON Group Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00762V109&m=870470&c=355082;ARE;11/06/2014;Annual;Canada
774;AECON Group Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00762V109&m=946807&c=5646452;ARE;09/06/2015;Annual;Canada
775;AECON Group Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00762V109&m=1048012&c=5646452;ARE;07/06/2016;Annual;Canada
776;Aecon Group Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA00762V1094&m=1115128&c=5643915;ARE;29/06/2017;Annual;Canada
777;Aecon Group Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA00762V1094&m=1184675&c=5643915;ARE;19/12/2017;Special;Canada
778;Aecon Group Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=CA00762V1094&m=1207737&c=5643915;ARE;10/05/2018;Annual;Canada
779;AED Oil Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0143K105&m=835994&c=355082;AED;26/11/2013;Annual;Australia
780;AED Oil Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0143K105&m=836016&c=355082;AED;26/11/2013;Annual;Australia
781;AED Oil Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0143K105&m=836017&c=355082;AED;26/11/2013;Annual;Australia
782;AED Oil Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0143K105&m=849408&c=355082;AED;25/02/2014;Special;Australia
783;AED Oil Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=Q0143K105&m=924143&c=355082;AED;21/11/2014;Annual;Australia
784;AED Oil Limited;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=AU000000AED9&m=1015077&c=5643915;AED;18/12/2015;Annual;Australia
785;Aedifica;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=BE0003851681&m=1166856&c=5643915;AED;27/10/2017;Annual;Belgium
786;Aedifica;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=BE0003851681&m=1204861&c=5643915;AED;16/04/2018;Special;Belgium
787;Aedifica SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=BE0003851681&m=1181486&c=5643915;AED;23/10/2018;Annual;Belgium
788;AEFFE S.P.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=IT0001384590&m=933279&c=5643915;AEF;16/04/2015;Annual;Italy
789;Aegean Airlines SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=X18035109&m=853030&c=355082;AEGN;04/06/2014;Annual;Greece
790;Aegean Airlines SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GRS495003006&m=957450&c=5643915;AEGN;12/05/2015;Annual;Greece
791;Aegean Airlines SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GRS495003006&m=1043209&c=5643915;AEGN;11/05/2016;Annual;Greece
792;Aegean Airlines SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GRS495003006&m=1123124&c=5643915;AEGN;10/05/2017;Annual;Greece
793;Aegean Airlines SA;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=GRS495003006&m=1205592&c=5643915;AEGN;16/05/2018;Annual;Greece
794;Aegerion Pharmaceuticals, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00767E102&m=884388&c=355082;AEGR;25/06/2014;Annual;USA
795;Aegion Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00770F104&m=862175&c=355082;AEGN;23/04/2014;Annual;USA
796;Aegion Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00770F104&m=950297&c=5646462;AEGN;22/04/2015;Annual;USA
797;Aegion Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00770F104&m=1037961&c=5646452;AEGN;20/04/2016;Annual;USA
798;Aegion Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00770F104&m=1121104&c=5646452;AEGN;26/04/2017;Annual;USA
799;Aegion Corporation;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00770F104&m=1210890&c=5646452;AEGN;25/04/2018;Annual;USA
800;Aegis Logistics Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=INE208C01025&m=1255427&c=5643915;500003;09/08/2018;Annual;India
801;Aegon NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00927298&m=847136&c=355082;AGN;21/05/2014;Annual;Netherlands
802;Aegon NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NL0000303709&m=937623&c=5643915;AGN;20/05/2015;Annual;Netherlands
803;Aegon NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NL0000303709&m=1023655&c=5643915;AGN;20/05/2016;Annual;Netherlands
804;Aegon NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NL0000303709&m=1103393&c=5643915;AGN;19/05/2017;Annual;Netherlands
805;Aegon NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=NL0000303709&m=1201685&c=5643915;AGN;18/05/2018;Annual;Netherlands
806;AEM Holdings Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SG1BA1000003&m=1224887&c=6115504;AWX;26/04/2018;Annual;Singapore
807;AEM Holdings Ltd;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SG1BA1000003&m=1225027&c=6115504;AWX;26/04/2018;Special;Singapore
808;Aemulus Holdings Berhad;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=MYQ0181OO006&m=1195507&c=5662620;AEMULUS;08/02/2018;Annual;Malaysia
809;Aemulus Holdings Berhad;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=MYQ0181OO006&m=1204732&c=5662620;AEMULUS;29/03/2018;Special;Malaysia
810;AENA S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0105046009&m=972720&c=5643915;AENA;03/06/2015;Annual;Spain
811;AENA S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0105046009&m=1067756&c=5643915;AENA;28/06/2016;Annual;Spain
812;AENA S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0105046009&m=1126169&c=5643915;AENA;25/04/2017;Annual;Spain
813;Aena S.M.E., S.A.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=ES0105046009&m=1204971&c=5643915;AENA;10/04/2018;Annual;Spain
814;Aeon Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J00288100&m=882296&c=355082;8267;28/05/2014;Annual;Japan
815;Aeon Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3388200002&m=972236&c=5643915;8267;27/05/2015;Annual;Japan
816;Aeon Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3388200002&m=1057503&c=5643915;8267;25/05/2016;Annual;Japan
817;Aeon Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3388200002&m=1142151&c=5643915;8267;24/05/2017;Annual;Japan
818;Aeon Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3388200002&m=1231526&c=5643915;8267;23/05/2018;Annual;Japan
819;Aeon Delight Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J0036F104&m=886232&c=355082;9787;23/05/2014;Annual;Japan
820;Aeon Delight Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3389700000&m=976305&c=5643915;9787;22/05/2015;Annual;Japan
821;Aeon Delight Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3389700000&m=1063239&c=5643915;9787;24/05/2016;Annual;Japan
822;Aeon Delight Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3389700000&m=1146660&c=5643915;9787;23/05/2017;Annual;Japan
823;Aeon Delight Co. Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3389700000&m=1233935&c=5643915;9787;18/05/2018;Annual;Japan
824;Aeon Fantasy Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J0673X103&m=884587&c=355082;4343;20/05/2014;Annual;Japan
825;Aeon Fantasy Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131420006&m=975941&c=5643915;4343;26/05/2015;Annual;Japan
826;Aeon Fantasy Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131420006&m=1059634&c=5643915;4343;23/05/2016;Annual;Japan
827;Aeon Fantasy Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131420006&m=1143548&c=5643915;4343;19/05/2017;Annual;Japan
828;Aeon Fantasy Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131420006&m=1231523&c=5643915;4343;15/05/2018;Annual;Japan
829;AEON Financial Service Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J0021H107&m=900629&c=355082;8570;19/06/2014;Annual;Japan
830;AEON Financial Service Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131400008&m=983625&c=5643915;8570;24/06/2015;Annual;Japan
831;AEON Financial Service Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131400008&m=1071876&c=5643915;8570;28/06/2016;Annual;Japan
832;AEON Financial Service Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131400008&m=1156885&c=5643915;8570;27/06/2017;Annual;Japan
833;AEON Financial Service Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131400008&m=1245490&c=5643915;8570;20/06/2018;Annual;Japan
834;Aeon Hokkaido Corp;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3860270002&m=974658&c=5643915;7512;22/05/2015;Annual;Japan
835;Aeon Hokkaido Corp;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3860270002&m=1059638&c=5643915;7512;24/05/2016;Annual;Japan
836;Aeon Hokkaido Corp;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3860270002&m=1145242&c=5643915;7512;23/05/2017;Annual;Japan
837;Aeon Hokkaido Corp;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3860270002&m=1236094&c=5643915;7512;22/05/2018;Annual;Japan
838;Aeon Mall Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=J10005106&m=884603&c=355082;8905;22/05/2014;Annual;Japan
839;Aeon Mall Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131430005&m=974283&c=5643915;8905;21/05/2015;Annual;Japan
840;Aeon Mall Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131430005&m=1058898&c=5643915;8905;17/05/2016;Annual;Japan
841;AEON Mall Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131430005&m=1144202&c=5643915;8905;17/05/2017;Annual;Japan
842;AEON Mall Co., Ltd.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3131430005&m=1232381&c=5643915;8905;16/05/2018;Annual;Japan
843;Aeon REIT Investment Corp.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=JP3047650001&m=1172857&c=5643915;3292;16/10/2017;Special;Japan
844;Aer Lingus Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=G0125Z105&m=845011&c=355082;EIL1;02/05/2014;Annual;Ireland
845;Aer Lingus Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=IE00B1CMPN86&m=930069&c=5643915;EIL1;10/12/2014;Special;Ireland
846;Aer Lingus Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=IE00B1CMPN86&m=934805&c=5643915;EIL1;01/05/2015;Annual;Ireland
847;Aer Lingus Group plc;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=IE00B1CMPN86&m=988267&c=5643915;EIL1;16/07/2015;Special;Ireland
848;AerCap Holdings NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00985106&m=845192&c=355082;AER;13/02/2014;Special;Netherlands
849;AerCap Holdings NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00985106&m=863063&c=355082;AER;30/04/2014;Annual;Netherlands
850;AerCap Holdings NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00985106&m=959610&c=5646452;AER;13/05/2015;Annual;Netherlands
851;AerCap Holdings NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00985106&m=1042955&c=5646462;AER;11/05/2016;Annual;Netherlands
852;AerCap Holdings NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00985106&m=1126127&c=5646462;AER;05/05/2017;Annual;Netherlands
853;AerCap Holdings NV;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=N00985106&m=1210728&c=5646462;AER;25/04/2018;Annual;Netherlands
854;Aerie Pharmaceuticals, Inc.;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=00771V108&m=1235187&c=5646452;AERI;07/06/2018;Annual;USA
855;Aerocrine AB;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=W5595M106&m=831284&c=355082;AERO B;21/10/2013;Special;Sweden
856;Aerocrine AB;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=W5595M106&m=851928&c=355082;AERO B;12/05/2014;Annual;Sweden
857;Aerocrine AB;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SE0000434292&m=932185&c=5643915;AERO B;07/01/2015;Special;Sweden
858;Aerocrine AB;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=SE0000434292&m=940498&c=5643915;AERO B;12/05/2015;Annual;Sweden
859;Aeroflot;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=X00096101&m=827161&c=355082;AFLT;15/10/2013;Special;Russia
860;Aeroflot;/en/the-fund/responsible-investment/our-voting-records/meeting/?s=X00096101&m=844795&c=355082;AFLT;21/01/2014;Special;Russia
